LOC_ID,protein_name,gene_set,n_samples,n_at_floor,frac_samples_at_floor,floor_flag
LOC134696261,Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4),DEG_union,45,0,0,ok
LOC134696344,Centrosomal protein of 135 kDa (Cep135) (Centrosomal protein 4),DEG_union,45,0,0,ok
LOC134696347,Tubulin beta chain (Beta-tubulin),DEG_union,45,0,0,ok
LOC134696622,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),DEG_union,45,0,0,ok
LOC134696787,N-glycosidase R617 (EC 3.2.2.-) (Riboflavin biosynthesis intermediates N-glycosidase),DEG_union,45,0,0,ok
LOC134697084,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (p97) (Valosin-containing protein) (VCP),DEG_union,45,0,0,ok
LOC134697101,Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4),DEG_union,45,0,0,ok
LOC134697125,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)",DEG_union,45,0,0,ok
LOC134697153,Protein Fe65 homolog,DEG_union,45,0,0,ok
LOC134697168,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),candidate,45,0,0,ok
LOC134697178,NA,DEG_union,45,0,0,ok
LOC134697233,NA,DEG_union,45,0,0,ok
LOC134697440,Tubulin beta-4B chain (Tubulin beta-2C chain),DEG_union,45,0,0,ok
LOC134697688,von Willebrand factor A domain-containing protein 3B (VWA domain-containing protein 3B),DEG_union,45,0,0,ok
LOC134697817,NA,DEG_union,45,0,0,ok
LOC134698149,NA,DEG_union,45,0,0,ok
LOC134698874,Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2),DEG_union,45,0,0,ok
LOC134699002,ATP-dependent RNA helicase me31b (EC 3.6.4.13) (Maternal expression at 31B),DEG_union,45,0,0,ok
LOC134699268,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",candidate,45,0,0,ok
LOC134699412,Large ribosomal subunit protein eL15 (60S ribosomal protein L15),DEG_union,45,0,0,ok
LOC134700319,NA,DEG_union,45,0,0,ok
LOC134700327,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),candidate,45,0,0,ok
LOC134700619,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12),DEG_union,45,0,0,ok
LOC134701485,NA,DEG_union,45,0,0,ok
LOC134702625,NA,DEG_union,45,0,0,ok
LOC134702626,NA,DEG_union,45,0,0,ok
LOC134702757,NA,DEG_union,45,0,0,ok
LOC134702775,NA,DEG_union,45,0,0,ok
LOC134702776,NA,DEG_union,45,0,0,ok
LOC134703365,NA,DEG_union,45,0,0,ok
LOC134703478,NA,DEG_union,45,0,0,ok
LOC134704098,NA,DEG_union,45,0,0,ok
LOC134704167,NA,DEG_union,45,0,0,ok
LOC134704264,NA,DEG_union,45,0,0,ok
LOC134704437,NA,DEG_union,45,0,0,ok
LOC134705107,NA,DEG_union,45,0,0,ok
LOC134705122,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)",DEG_union,45,0,0,ok
LOC134705220,NA,DEG_union,45,0,0,ok
LOC134705706,Collagen alpha-1(V) chain,candidate,45,0,0,ok
LOC134705709,ELAV-like protein 2 (Protein ElrB),DEG_union,45,0,0,ok
LOC134706246,"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Glycoprotein-N-acetylgalactosamine beta-1,3-galactosyltransferase) (Beta-1,3-galactosyltransferase) (T-synthase)",DEG_union,45,0,0,ok
LOC134706257,Cilia- and flagella- associated protein 210,DEG_union,45,0,0,ok
LOC134706264,Cyclic nucleotide-binding domain-containing protein 2 (Cyclic nucleotide receptor involved in sperm function),DEG_union,45,0,0,ok
LOC134706271,Tubulin monoglutamylase TTLL4 (EC 6.3.2.-) (Protein monoglutamylase TTLL4) (Tubulin--tyrosine ligase-like protein 4),DEG_union,45,0,0,ok
LOC134706301,NA,DEG_union,45,0,0,ok
LOC134706345,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),candidate,45,0,0,ok
LOC134706431,NA,DEG_union,45,0,0,ok
LOC134706448,ATP-binding cassette sub-family F member 2,DEG_union,45,0,0,ok
LOC134706457,Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zip-code binding polypeptide) (Zipcode-binding protein 1) (ZBP-1),DEG_union,45,0,0,ok
LOC134706576,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)",candidate,45,0,0,ok
LOC134706577,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",candidate,45,0,0,ok
LOC134706580,Tubulin alpha-3 chain (EC 3.6.5.-) (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain],DEG_union,45,0,0,ok
LOC134706593,Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622),DEG_union,45,0,0,ok
LOC134706664,NA,DEG_union,45,0,0,ok
LOC134706701,Apoptosis regulator R1 (XR1),DEG_union,45,0,0,ok
LOC134706779,NA,DEG_union,45,0,0,ok
LOC134706783,Serine hydrolase RBBP9 (EC 3.-.-.-) (B5T-overexpressed gene protein) (Protein BOG) (Retinoblastoma-binding protein 9) (RBBP-9),DEG_union,45,0,0,ok
LOC134706812,NA,DEG_union,45,0,0,ok
LOC134706827,"Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (ROB1) (Voltage-gated calcium channel subunit alpha Cav1.1)",DEG_union,45,0,0,ok
LOC134706828,NA,DEG_union,45,0,0,ok
LOC134706837,Golgin subfamily A member 4 (256 kDa golgin) (Golgin-245) (Protein 72.1) (Trans-Golgi p230),DEG_union,45,0,0,ok
LOC134706872,Tubulin alpha-3 chain (EC 3.6.5.-) (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain],DEG_union,45,0,0,ok
LOC134706976,"Serine/arginine-rich splicing factor 12 (35 kDa SR repressor protein) (SRrp35) (Splicing factor, arginine/serine-rich 13B) (Splicing factor, arginine/serine-rich 19)",DEG_union,45,0,0,ok
LOC134706993,Kinesin-like protein KIF28P (Kinesin-like protein 6),DEG_union,45,0,0,ok
LOC134706996,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP),DEG_union,45,0,0,ok
LOC134707011,Far upstream element-binding protein 3 (FUSE-binding protein 3),DEG_union,45,0,0,ok
LOC134707080,Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2),DEG_union,45,0,0,ok
LOC134707085,NA,DEG_union,45,0,0,ok
LOC134707215,Non-neuronal cytoplasmic intermediate filament protein (IF),DEG_union,45,0,0,ok
LOC134707290,NA,DEG_union,45,0,0,ok
LOC134707301,Solute carrier family 35 member B1 (Endoplasmic reticulum nucleotide sugar transporter 1),DEG_union,45,0,0,ok
LOC134707402,Charged multivesicular body protein 5 (Chromatin-modifying protein 5),DEG_union,45,0,0,ok
LOC134707406,Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (cAMP response element-binding protein CRE-BP1),DEG_union,45,0,0,ok
LOC134707454,Sperm-associated microtubule inner protein 4,DEG_union,45,0,0,ok
LOC134707545,TRAF3-interacting protein 1,DEG_union,45,0,0,ok
LOC134707553,Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa) (Cep110),DEG_union,45,0,0,ok
LOC134707589,NA,DEG_union,45,0,0,ok
LOC134707690,Bromodomain-containing protein 2,DEG_union,45,0,0,ok
LOC134707842,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",candidate,45,0,0,ok
LOC134707955,Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (Solute carrier family 7 member 8),DEG_union,45,0,0,ok
LOC134707958,Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter),DEG_union,45,0,0,ok
LOC134707973,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),DEG_union,45,0,0,ok
LOC134707977,Tubulin alpha-1 chain (EC 3.6.5.-),DEG_union,45,0,0,ok
LOC134708005,NA,DEG_union,45,0,0,ok
LOC134708016,NA,DEG_union,45,0,0,ok
LOC134708032,Protein SPMIP7 (Sperm microtubule inner protein 7) (Spermatogenesis-associated protein 48),DEG_union,45,0,0,ok
LOC134708120,Protein SET (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),DEG_union,45,0,0,ok
LOC134708154,"ER degradation-enhancing alpha-mannosidase-like protein 3 (EC 3.2.1.113) (Alpha-1,2-mannosidase EDEM3)",DEG_union,45,0,0,ok
LOC134708172,Zonadhesin,DEG_union,45,0,0,ok
LOC134708235,"Actin, adductor muscle (EC 3.6.4.-)",DEG_union,45,0,0,ok
LOC134708255,Tektin-like protein 1 (Coiled-coil domain-containing protein 105),DEG_union,45,0,0,ok
LOC134708353,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),candidate,45,0,0,ok
LOC134708467,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225),DEG_union,45,0,0,ok
LOC134708469,Centrosome-associated protein 350 (Cep350),DEG_union,45,0,0,ok
LOC134708551,NA,DEG_union,45,0,0,ok
LOC134709951,NA,DEG_union,45,0,0,ok
LOC134709977,Heat shock protein HSP 90-alpha,candidate,45,0,0,ok
LOC134710032,Basal body-orientation factor 1 (Coiled-coil domain-containing protein 176),DEG_union,45,0,0,ok
LOC134710063,Serine/threonine-protein phosphatase 4 regulatory subunit 3 (SMEK homolog 1),DEG_union,45,0,0,ok
LOC134710081,Centrosomal protein of 128 kDa (Cep128),DEG_union,45,0,0,ok
LOC134710092,UBX domain-containing protein 1 (SAPK substrate protein 1),DEG_union,45,0,0,ok
LOC134710226,Eukaryotic translation initiation factor 5 (eIF-5),DEG_union,45,0,0,ok
LOC134710281,NA,DEG_union,45,0,0,ok
LOC134710327,"Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase like 1) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (IMP--aspartate ligase 1)",DEG_union,45,0,0,ok
LOC134710334,NA,DEG_union,45,0,0,ok
LOC134710337,Microtubule-associated proteins 1A/1B light chain 3C (Autophagy-related protein LC3 C) (Autophagy-related ubiquitin-like modifier LC3 C) (MAP1 light chain 3-like protein 3) (MAP1A/MAP1B light chain 3 C) (MAP1A/MAP1B LC3 C) (Microtubule-associated protein 1 light chain 3 gamma),DEG_union,45,0,0,ok
LOC134710639,NA,DEG_union,45,0,0,ok
LOC134710836,Muscle-specific protein 300 kDa (Nesprin-like protein Msp300),DEG_union,45,0,0,ok
LOC134710931,Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3),DEG_union,45,0,0,ok
LOC134710932,NA,DEG_union,45,0,0,ok
LOC134710951,Ninein-like protein,DEG_union,45,0,0,ok
LOC134711029,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)",DEG_union,45,0,0,ok
LOC134711077,Homeobox protein OTX2 (Orthodenticle homolog 2),DEG_union,45,0,0,ok
LOC134711211,Protein YIF1B (YIP1-interacting factor homolog B),DEG_union,45,0,0,ok
LOC134711254,Heterogeneous nuclear ribonucleoprotein U-like protein 1,DEG_union,45,0,0,ok
LOC134711376,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha),candidate,45,0,0,ok
LOC134711384,NA,DEG_union,45,0,0,ok
LOC134711414,Rho-related GTP-binding protein RhoU (CDC42-like GTPase 1) (GTP-binding protein-like 1) (Rho GTPase-like protein ARHU) (Ryu GTPase) (Wnt-1 responsive Cdc42 homolog 1) (WRCH-1),DEG_union,45,0,0,ok
LOC134711424,NA,DEG_union,45,0,0,ok
LOC134711515,Collagen alpha-2(IV) chain,candidate,45,0,0,ok
LOC134711580,NA,DEG_union,45,0,0,ok
LOC134711700,"Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)",DEG_union,45,0,0,ok
LOC134711783,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],candidate,45,0,0,ok
LOC134711804,Coiled-coil domain-containing protein 39,DEG_union,45,0,0,ok
LOC134711806,Protein timeless,DEG_union,45,0,0,ok
LOC134711833,TSC22 domain family protein 1,DEG_union,45,0,0,ok
LOC134711882,Calmodulin (CaM),DEG_union,45,0,0,ok
LOC134711926,Tubulin polyglutamylase TTLL5 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 5),DEG_union,45,0,0,ok
LOC134712038,NA,DEG_union,45,0,0,ok
LOC134712087,Neurexin 1,DEG_union,45,0,0,ok
LOC134712114,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",DEG_union,45,0,0,ok
LOC134712135,NA,DEG_union,45,0,0,ok
LOC134712215,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2),candidate,45,0,0,ok
LOC134712229,"DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)",DEG_union,45,0,0,ok
LOC134712346,Fibrinogen C domain-containing protein 1-B,DEG_union,45,0,0,ok
LOC134712367,Stress-induced-phosphoprotein 1 (STI1),DEG_union,45,0,0,ok
LOC134712368,"Amino acid transporter heavy chain SLC3A1 (D2) (Neutral and basic amino acid transport protein) (NBAT) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transporter-related heavy chain) (NAA-TR) (rBAT)",DEG_union,45,0,0,ok
LOC134712383,NFX1-type zinc finger-containing protein 1,DEG_union,45,0,0,ok
LOC134712427,Ankyrin repeat domain-containing protein 42,DEG_union,45,0,0,ok
LOC134712485,Leucine-rich repeat and death domain-containing protein 1,DEG_union,45,0,0,ok
LOC134712504,Myosin,DEG_union,45,0,0,ok
LOC134712524,NA,DEG_union,45,0,0,ok
LOC134712678,BCL-6 corepressor (BCoR),DEG_union,45,0,0,ok
LOC134712684,"RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) (RNA-binding motif protein, X chromosome retrogene) (RNA-binding motif protein, X chromosome retrogene-like) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",DEG_union,45,0,0,ok
LOC134712723,Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2),DEG_union,45,0,0,ok
LOC134712784,Importin subunit alpha-4 (Importin alpha Q2) (Qip2) (Karyopherin subunit alpha-3),DEG_union,45,0,0,ok
LOC134712827,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",DEG_union,45,0,0,ok
LOC134712900,NA,DEG_union,45,0,0,ok
LOC134712944,Uncharacterized protein C3orf20,DEG_union,45,0,0,ok
LOC134713071,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),DEG_union,45,0,0,ok
LOC134713197,Serine/threonine-protein kinase Nek5 (EC 2.7.11.1) (Never in mitosis A-related kinase 5) (NimA-related protein kinase 5),DEG_union,45,0,0,ok
LOC134713272,Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR),DEG_union,45,0,0,ok
LOC134713577,Cilia- and flagella-associated protein 57 (WD repeat-containing protein 65),DEG_union,45,0,0,ok
LOC134713809,NA,DEG_union,45,0,0,ok
LOC134714337,ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein),DEG_union,45,0,0,ok
LOC134714372,Transmembrane protein 214,DEG_union,45,0,0,ok
LOC134714392,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),candidate,45,0,0,ok
LOC134714468,Stabilizer of axonemal microtubules 2,DEG_union,45,0,0,ok
LOC134714502,Protein PRRC1-A (Proline-rich and coiled-coil-containing protein 1-A),DEG_union,45,0,0,ok
LOC134714537,NA,DEG_union,45,0,0,ok
LOC134714540,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma),DEG_union,45,0,0,ok
LOC134714590,NA,DEG_union,45,0,0,ok
LOC134714625,E3 ubiquitin-protein ligase arih1 (EC 2.3.2.31) (Protein ariadne-1 homolog) (ARI-1),DEG_union,45,0,0,ok
LOC134714648,Lateral signaling target protein 2 homolog (Zinc finger FYVE domain-containing protein 28),DEG_union,45,0,0,ok
LOC134714663,NA,DEG_union,45,0,0,ok
LOC134714691,Protein KRTCAP2 homolog (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2),DEG_union,45,0,0,ok
LOC134714716,Protein BTG1 (B-cell translocation gene 1 protein),DEG_union,45,0,0,ok
LOC134714750,Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1 homolog) (PBEF) (Visfatin),DEG_union,45,0,0,ok
LOC134714760,RNA polymerase II elongation factor ELL2,DEG_union,45,0,0,ok
LOC134714771,Tubulin polyglutamylase ttll6 (EC 6.3.2.-) (Protein polyglutamylase TTLL6) (Tubulin tyrosine ligase-like family member 6),DEG_union,45,0,0,ok
LOC134714775,U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10),DEG_union,45,0,0,ok
LOC134714791,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",candidate,45,0,0,ok
LOC134714862,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",DEG_union,45,0,0,ok
LOC134714888,Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Arachidonate--CoA ligase ACSBG2) (EC 6.2.1.15),DEG_union,45,0,0,ok
LOC134714939,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",candidate,45,0,0,ok
LOC134714976,Equilibrative nucleoside transporter 3 (Solute carrier family 29 member 3),DEG_union,45,0,0,ok
LOC134714997,Rho-related BTB domain-containing protein 1,DEG_union,45,0,0,ok
LOC134715134,Kinesin-like protein KIN-14I (Kinesin-like calmodulin-binding protein) (OsKCBP),DEG_union,45,0,0,ok
LOC134715138,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)",candidate,45,0,0,ok
LOC134715180,Nucleolar protein 56 (Nucleolar protein 5A),DEG_union,45,0,0,ok
LOC134715372,NA,DEG_union,45,0,0,ok
LOC134715377,NA,DEG_union,45,0,0,ok
LOC134715412,MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1),DEG_union,45,0,0,ok
LOC134715416,Zinc finger RNA-binding protein,DEG_union,45,0,0,ok
LOC134715440,Zinc finger protein 474,DEG_union,45,0,0,ok
LOC134715464,NA,DEG_union,45,0,0,ok
LOC134715478,Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1),DEG_union,45,0,0,ok
LOC134715482,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),candidate,45,0,0,ok
LOC134715512,NA,DEG_union,45,0,0,ok
LOC134715595,NA,DEG_union,45,0,0,ok
LOC134715632,Uncharacterized protein ZK1073.1,DEG_union,45,0,0,ok
LOC134715738,NA,DEG_union,45,0,0,ok
LOC134715868,Eukaryotic translation initiation factor 3 subunit J-A (eIF3j-A) (Eukaryotic translation initiation factor 3 subunit 1-A) (eIF-3-alpha-A) (eIF3 p35-A),DEG_union,45,0,0,ok
LOC134715896,NA,DEG_union,45,0,0,ok
LOC134715908,Dye-decolorizing peroxidase YfeX (EC 1.11.1.-),candidate,45,0,0,ok
LOC134715951,Leucine-rich repeat-containing protein 71,DEG_union,45,0,0,ok
LOC134716033,Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2),DEG_union,45,0,0,ok
LOC134716094,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1),DEG_union,45,0,0,ok
LOC134716146,Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1),candidate,45,0,0,ok
LOC134716148,Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog),DEG_union,45,0,0,ok
LOC134716154,"Dynein intermediate chain 2, ciliary",DEG_union,45,0,0,ok
LOC134716168,Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued),DEG_union,45,0,0,ok
LOC134716189,Putative aminopeptidase W07G4.4 (EC 3.4.11.-),DEG_union,45,0,0,ok
LOC134716333,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",candidate,45,0,0,ok
LOC134716407,Sacsin (DnaJ homolog subfamily C member 29),DEG_union,45,0,0,ok
LOC134716854,"Hexokinase-1 (EC 2.7.1.1) (Hexokinase type I) (HK I) (Hexokinase, tumor isozyme)",DEG_union,45,0,0,ok
LOC134716897,von Willebrand factor D and EGF domain-containing protein,DEG_union,45,0,0,ok
LOC134717170,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1),DEG_union,45,0,0,ok
LOC134718010,Potassium voltage-gated channel protein Shal (Shaker cognate l) (Shal2),DEG_union,45,0,0,ok
LOC134718519,NA,DEG_union,45,0,0,ok
LOC134718520,NA,DEG_union,45,0,0,ok
LOC134718956,Meiosis-specific nuclear structural protein 1,DEG_union,45,0,0,ok
LOC134719254,Ras-like GTP-binding protein RHO,DEG_union,45,0,0,ok
LOC134719614,Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A),DEG_union,45,0,0,ok
LOC134720381,DnaJ homolog subfamily C member 2,DEG_union,45,0,0,ok
LOC134720609,NA,DEG_union,45,0,0,ok
LOC134720616,NA,DEG_union,45,0,0,ok
LOC134720658,NA,DEG_union,45,0,0,ok
LOC134720663,NA,DEG_union,45,0,0,ok
LOC134720673,NA,DEG_union,45,0,0,ok
LOC134720696,Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1),DEG_union,45,0,0,ok
LOC134720746,"b(0,+)-type amino acid transporter 1 (b(0,+)AT) (4F2-LC6) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)",DEG_union,45,0,0,ok
LOC134720800,NA,DEG_union,45,0,0,ok
LOC134720801,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),DEG_union,45,0,0,ok
LOC134720845,Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B),DEG_union,45,0,0,ok
LOC134720973,Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13),candidate,45,0,0,ok
LOC134721016,Cilia- and flagella-associated protein 44 (WD repeat-containing protein 52),DEG_union,45,0,0,ok
LOC134721040,NA,DEG_union,45,0,0,ok
LOC134721046,Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain],candidate,45,0,0,ok
LOC134721056,Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (xGlyT2) (Solute carrier family 6 member 5),DEG_union,45,0,0,ok
LOC134721074,GTP-binding protein REM 1 (Rad and Gem-like GTP-binding protein 1),DEG_union,45,0,0,ok
LOC134721100,"Dynein beta chain, flagellar outer arm",DEG_union,45,0,0,ok
LOC134721102,Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160),DEG_union,45,0,0,ok
LOC134721140,NA,DEG_union,45,0,0,ok
LOC134721207,Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (Solute carrier family 7 member 8),DEG_union,45,0,0,ok
LOC134721274,Zinc finger CCCH domain-containing protein 18,DEG_union,45,0,0,ok
LOC134721294,Tumor protein p53-inducible nuclear protein 1 (Stress-induced protein) (Thymus-expressed acidic protein) (TEAP) (p53-dependent damage-inducible nuclear protein 1) (p53DINP1),DEG_union,45,0,0,ok
